DADischarge,DACharge,IDDischarge,IDCharge,SOC,DA_Prices,ID_Prices
0.0,0.0,0.0,100.0,0.0,0.0,-7.226268114853347
45.0,0.0,0.0,100.0,90.0,0.0,-7.784607455353961
67.5,0.0,0.0,72.22222222222221,135.0,0.0,-8.006499876099184
66.25,0.0,0.0,75.0,132.5,0.0,-7.403818362440929
66.875,0.0,0.0,73.61111111111111,133.75,0.0,-7.331474683992901
66.5625,0.0,0.0,74.30555555555556,133.125,0.0,-7.275641175669977
66.71875,0.0,0.0,73.95833333333333,133.4375,0.0,-7.206506248018448
66.640625,0.0,0.0,74.13194444444444,133.28125,0.0,-7.447760440090132
66.6796875,0.0,0.0,74.04513888888889,133.359375,0.0,-7.2453257574439895
66.66015625,0.0,0.0,74.08854166666667,133.3203125,0.0,-8.65029359123259
66.669921875,0.0,0.0,74.06684027777777,133.33984375,0.0,-9.778109721046775
66.6650390625,0.0,0.0,74.07769097222221,133.330078125,0.0,-10.760120218386234
66.66748046875,0.0,0.0,74.072265625,133.3349609375,0.0,-10.76384992592822
66.666259765625,0.0,0.0,74.07497829861111,133.33251953125,0.0,-10.51104722616914
66.6668701171875,0.0,0.0,74.07362196180556,133.333740234375,0.0,-11.535129837526647
66.66656494140625,0.0,23.33343505859375,74.07430013020833,133.3331298828125,0.0,-10.443763924319809
0.0,0.0,0.0,100.0,110.0,0.0,-9.48525834879032
100.0,0.0,0.0,0.0,200.0,77.98165137614679,64.09540196994548
50.0,0.0,0.0,0.0,100.0,77.98165137614679,64.47203721790729
25.0,0.0,0.0,0.0,50.0,77.98165137614679,64.6745378390788
12.5,0.0,0.0,0.0,25.0,77.98165137614679,64.99961727520007
6.25,0.0,0.0,0.0,12.5,77.98165137614679,64.56578775360094
3.125,0.0,0.0,0.0,6.25,77.98165137614679,65.55415608928837
1.5625,0.0,1.5625,0.0,3.125,77.98165137614679,65.96246963961494
0.0,0.0,0.0,100.0,0.0,0.0,-5.739582334184842
45.0,0.0,0.0,100.0,90.0,0.0,-4.783688240773471
67.5,0.0,0.0,72.22222222222221,135.0,0.0,-4.519649430177759
66.25,0.0,0.0,75.0,132.5,0.0,-4.432308027274191
66.875,0.0,0.0,73.61111111111111,133.75,0.0,-4.535108877345695
66.5625,0.0,0.0,74.30555555555556,133.125,0.0,-4.838982125661501
