Hour,Offshore,Onshore,Biomass,Lignite,Hard Coal,Gas,Hydrogren,Nuclear,Solar PV,Hydro,Other RES,Other Conventional,Battery_SOC,PumpedHydro_SOC,Battery_Charge,PumpedHydro_Charge,Battery_Discharge,PumpedHydro_Discharge,Demand,OffWind,OnWind,Solar
0,0.0,76.95944781055664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,4.0,9.449,49.415025223398196,0.0,4.0,0.0,45.879422587158444,0.3410169370958687,0.4419574180084492,0.0
1,0.0,99.39098829852627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,49.415025223398196,9.449,69.39071789707337,0.0,0.0,0.0,44.335270401452895,0.44047248678529727,0.5707757242470648,0.010146740107588504
2,0.0,92.44559231502853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,118.80574312047156,9.449,63.553753641554366,0.0,0.0,0.0,43.22683867347417,0.3604311762397282,0.530890182403405,0.0
3,0.0,28.064369547332404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,182.3594967620259,9.449,0.0,0.0,0.0,0.0,42.399369547332405,0.4392096926987103,0.3845958797812102,0.0
4,0.0,27.64235458237811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,182.3594967620259,9.449,0.0,0.0,0.0,0.0,41.97735458237811,0.4317291833623047,0.3906564438216267,0.010010681079159261
5,0.0,27.982136590697202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,182.3594967620259,9.449,0.0,0.0,0.0,0.0,42.3171365906972,0.4482681924616335,0.49337774862628525,0.0
6,0.0,27.610089568142776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,182.3594967620259,9.449,0.0,0.0,0.0,0.0,41.94508956814278,0.4355771409655814,0.5295852307772809,0.008330635021342458
7,0.0,28.290224646979794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,182.3594967620259,9.449,0.0,0.0,0.0,0.0,42.625224646979795,0.4231883889362725,0.4313990632119724,0.008010558186134924
8,0.0,28.809132539166164,0.0,0.0,0.0,0.0,0.0,0.0,0.23860611459558928,5.112,0.41,8.813,182.3594967620259,9.449,0.0,0.0,0.0,0.0,43.382738653761756,0.29901938940653505,0.45205055122495247,0.0010190734403084248
9,0.0,83.88682516636689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,182.3594967620259,9.449,52.59167122900892,0.0,0.0,0.0,45.630153937357974,0.289618726180902,0.48173948371765934,0.059634740561484996
10,0.0,33.98742667386271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,234.95116799103482,9.449,0.0,0.0,0.0,0.0,48.32242667386271,0.48900576788935435,0.39289614965177344,0.1013284703741206
11,0.0,36.865580156094936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,234.95116799103482,9.449,0.0,0.0,0.0,0.0,51.20058015609494,0.4028913883285164,0.43539537570287606,0.1486456204281871
12,0.0,38.00170840071815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,234.95116799103482,9.449,0.0,0.0,0.0,0.0,52.33670840071815,0.5071910620148509,0.3258396209284268,0.13329708054725672
13,0.0,37.34812771412792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,234.95116799103482,9.449,0.0,0.0,0.0,0.0,51.68312771412792,0.4400263404845414,0.35766634079745674,0.1027716558505013
14,0.0,36.9515250170227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,234.95116799103482,9.449,0.0,0.0,0.0,0.0,51.286525017022704,0.6458520302027662,0.27873784331104035,0.08459857145078445
15,0.0,37.006061457013416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,234.95116799103482,9.449,0.0,0.0,0.0,0.0,51.34106145701342,0.9924460289936191,0.38533829794349433,0.03947769527323898
16,0.0,39.20921942019832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,234.95116799103482,9.449,0.0,0.0,0.0,0.0,53.544219420198324,0.8600410896033859,0.3373512303576333,0.01401030545800277
17,0.0,42.90884587548434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,234.95116799103482,9.449,0.0,0.0,0.0,0.0,57.24384587548434,0.7366642330624741,0.35894183207300906,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962459012019865,5.112,0.41,8.813,234.95116799103482,9.449,0.0,0.0,42.002827801701535,0.0,57.334073702903524,0.5205495493537501,0.3149593470942088,0.004254910816731613
19,0.0,41.76415169787829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,192.9483401893333,9.449,0.0,0.0,0.0,0.0,56.09915169787829,0.7346209000789338,0.5180194892560809,0.009605652301247177
20,0.0,39.42679411796231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,192.9483401893333,9.449,0.0,0.0,0.0,0.0,53.76179411796231,0.5032343285863782,0.25706546709143213,0.0
21,0.0,37.2307744322631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,192.9483401893333,9.449,0.0,0.0,0.0,0.0,51.5657744322631,1.0,0.3576035487249397,0.0
22,0.0,35.535005232761385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,192.9483401893333,9.449,0.0,0.0,0.0,0.0,49.870005232761386,0.5497395763516045,0.2779300036178161,0.013871058831699219
23,0.0,32.55748692792828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,192.9483401893333,9.449,0.0,0.0,0.0,0.0,46.89248692792828,0.5671026189111268,0.34011470991891507,0.0
24,0.0,51.38037766640976,0.0,0.0,0.0,0.0,0.0,0.0,0.8185777734191036,5.112,0.41,8.813,192.9483401893333,9.449,22.687799811695786,0.0,0.0,0.0,43.846155628133076,0.39563185216484603,0.2950636951767546,0.0034961001277443227
25,0.0,28.012688418335976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,215.63614000102908,9.449,0.0,0.0,0.0,0.0,42.34768841833598,0.17944105973095942,0.26855807039922985,0.0175085025046259
26,0.0,27.971286408918942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,215.63614000102908,9.449,0.0,0.0,0.0,0.0,42.30628640891894,0.15656322356204194,0.3126623463594931,0.01613629161434072
27,0.0,28.332768780794538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,215.63614000102908,9.449,0.0,0.0,0.0,0.0,42.66776878079454,0.12398183740769267,0.4199690125695269,0.0
