Hour,Offshore,Onshore,Biomass,Lignite,Hard Coal,Gas,Hydrogren,Nuclear,Solar PV,Hydro,Other RES,Other Conventional,Battery_SOC,PumpedHydro_SOC,Battery_Charge,PumpedHydro_Charge,Battery_Discharge,PumpedHydro_Discharge,Demand,OffWind,OnWind,Solar,DA_Prices
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0741914413283,9.449,0.0,0.0,45.879422587158444,0.0,45.879422587158444,0.7880386712043902,0.5184963793869883,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.19476885416987,9.449,0.0,0.0,34.8862704014529,9.449,44.335270401452895,0.6710014655959288,0.569248913283716,0.009121047172435325,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.30849845271698,0.0,0.0,0.0,43.22683867347417,0.0,43.22683867347417,0.6651982906887931,0.5471902278056605,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.08165977924281,0.0,0.0,0.0,42.399369547332405,0.0,42.399369547332405,0.5379100825516979,0.4006846319695283,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.68229023191041,0.0,0.0,0.0,41.97735458237811,0.0,41.97735458237811,0.4730739042930898,0.4038119288916151,0.0,0.0
5,0.0,42.3171365906972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.704935649532295,0.0,0.0,0.0,0.0,0.0,42.3171365906972,0.4845658835810437,0.4847831215348342,0.019282952979835087,0.0
6,0.0,25.24015391861048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.704935649532295,0.0,0.0,0.0,16.704935649532295,0.0,41.94508956814278,0.4304367692871543,0.5433709831542374,0.013364608583503246,0.0
7,0.0,42.625224646979795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.625224646979795,0.4732750473360634,0.5112392721584761,0.0,0.0
8,0.0,43.382738653761756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.382738653761756,0.5025840546897892,0.45251407374314223,0.00713052618096547,0.0
9,0.0,45.630153937357974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.630153937357974,0.4136645206949927,0.5180656009643223,0.041411332417284764,0.0
