Hour,Offshore,Onshore,Biomass,Lignite,Hard Coal,Gas,Hydrogren,Nuclear,Solar PV,Hydro,Other RES,Other Conventional,Battery_SOC,PumpedHydro_SOC,Battery_Charge,PumpedHydro_Charge,Battery_Discharge,PumpedHydro_Discharge,Demand,OffWind,OnWind,Solar
0,0.0,76.31809378889464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,4.0,9.449,48.7736712017362,0.0,4.0,0.0,45.879422587158444,0.3820035165885959,0.5435209056724399,0.0
1,0.0,68.82966337733076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,48.7736712017362,9.449,38.829392975877866,0.0,0.0,0.0,44.335270401452895,0.37717179184856964,0.4901899290023897,0.0
2,14.52790642505497,77.8710810000395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,87.60306417761407,9.449,63.5071487516203,0.0,0.0,0.0,43.22683867347417,0.35637153396436483,0.5545809436476283,0.0
3,0.0,17.85886415221165,0.0,0.0,0.0,0.0,0.0,0.0,0.756505395120757,5.112,0.41,8.813,151.11021292923436,9.449,0.0,0.0,0.0,9.449,42.399369547332405,0.49813410241442874,0.39691763412732534,0.0035909895214559224
4,0.0,36.86101759599833,0.0,0.0,0.0,0.0,0.0,0.0,0.23033698637978473,5.112,0.41,8.813,151.11021292923436,0.0,0.0,9.449,0.0,0.0,41.97735458237811,0.46945920655631856,0.48190780141704836,0.0010933665639773933
5,16.210013793910328,2.323122796786876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,151.11021292923436,9.449,0.0,0.0,0.0,9.449,42.3171365906972,0.3976338580593162,0.427613715081898,0.0
6,0.0,37.059089568142774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,151.11021292923436,0.0,0.0,9.449,0.0,0.0,41.94508956814278,0.2924664611356355,0.2947349664551767,0.0
7,0.0,70.5562244790874,0.0,0.0,0.0,0.0,0.0,0.0,3.801960964665927,5.112,0.41,8.813,151.11021292923436,9.449,55.51696079677353,0.0,0.0,9.449,42.625224646979795,0.327381807460602,0.5637643899683671,0.018047197116050268
8,0.0,35.308498512611756,0.0,0.0,0.0,0.0,0.0,0.0,3.188240141149997,5.112,0.41,8.813,206.6271737260079,0.0,0.0,9.449,0.0,0.0,43.382738653761756,0.2774661881412379,0.6090106176196637,0.015133979232133905
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,206.6271737260079,9.449,0.0,0.0,31.295153937357973,0.0,45.630153937357974,0.303244879714367,0.37066285753380857,0.04523950740832597
10,0.0,12.339576413489734,0.0,0.0,0.0,0.0,0.0,0.0,21.647850260372973,5.112,0.41,8.813,175.33201978864992,9.449,0.0,0.0,0.0,0.0,48.32242667386271,0.5019221172863991,0.4016024616645333,0.10275829352761909
11,17.31399064948483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,175.33201978864992,9.449,0.0,0.0,10.102589506610109,9.449,51.20058015609494,0.4247145614980261,0.27995495786091523,0.14237395873236874
12,0.0,64.32743045644575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,165.2294302820398,0.0,16.876722055727605,9.449,0.0,0.0,52.33670840071815,0.3507625633055631,0.4581260029630869,0.13393038367892768
13,0.0,35.445461597850986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,182.1061523377674,9.449,0.0,0.0,1.902666116276933,0.0,51.68312771412792,0.5081396624867758,0.25243488710464934,0.13019619156855283
14,0.0,53.92564561332401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,180.2034862214905,9.449,16.974120596301304,0.0,0.0,0.0,51.286525017022704,0.972677821607016,0.3840467481250151,0.06169486260254801
15,0.0,30.784063178867683,0.0,0.0,0.0,0.0,0.0,0.0,6.2219982781457315,5.112,0.41,8.813,197.1776068177918,9.449,0.0,0.0,0.0,0.0,51.34106145701342,0.8291047080345243,0.36955182302148215,0.0295346613037328
16,0.0,38.463798193368795,0.0,0.0,0.0,0.0,0.0,0.0,0.7454212268295266,5.112,0.41,8.813,197.1776068177918,9.449,0.0,0.0,0.0,0.0,53.544219420198324,0.9582878412259044,0.39331384515209383,0.003538375049114309
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.989379437416792,5.112,0.41,8.813,197.1776068177918,9.449,0.0,0.0,28.470466438067547,9.449,57.24384587548434,0.7475506553853954,0.3541905907949868,0.02368365036639478
18,0.0,40.49454304859832,0.0,0.0,0.0,0.0,0.0,0.0,0.9152999906276654,5.112,0.41,8.813,168.70714037972425,0.0,0.0,9.449,11.038230663677538,0.0,57.334073702903524,0.5426760529318146,0.28839334972709285,0.004344757745988038
19,0.0,59.23150206400496,0.0,0.0,0.0,0.0,0.0,0.0,0.31946470673210886,5.112,0.41,8.813,157.6689097160467,9.449,17.786815072858772,0.0,0.0,0.0,56.09915169787829,0.7346104918927929,0.4218339065860105,0.001516439171153395
20,0.0,29.97779411796231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,175.45572478890546,9.449,0.0,0.0,0.0,9.449,53.76179411796231,0.6986088838505836,0.3632441061653097,0.0
21,0.0,45.34107642245421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,175.45572478890546,0.0,0.0,9.449,1.338698009808887,0.0,51.5657744322631,0.7351150738775193,0.32290930889159136,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.055870325766091,5.112,0.41,8.813,174.11702677909656,9.449,0.0,0.0,25.030134906995297,9.449,49.870005232761386,0.6300433002101521,0.3379179022758305,0.005012018817442865
23,0.0,39.05004265413657,0.0,0.0,0.0,0.0,0.0,0.0,2.956444273791708,5.112,0.41,8.813,149.08689187210126,0.0,0.0,9.449,0.0,0.0,46.89248692792828,0.5559416116733401,0.32886842634056634,0.014033687633198863
24,0.0,18.754197529129215,0.0,0.0,0.0,0.0,0.0,0.0,1.3079580990038637,5.112,0.41,8.813,149.08689187210126,9.449,0.0,0.0,0.0,9.449,43.846155628133076,0.305390388402436,0.3373341338699538,0.0062086322957109205
25,0.0,57.19490567459286,0.0,0.0,0.0,0.0,0.0,0.0,0.6075082297392022,5.112,0.41,8.813,149.08689187210126,0.0,20.34072548599609,9.449,0.0,0.0,42.34768841833598,0.21893437500578966,0.4073297089690679,0.0028837278640206944
26,0.0,25.505038020204253,0.0,0.0,0.0,0.0,0.0,0.0,2.4662483887146904,5.112,0.41,8.813,169.42761735809736,9.449,0.0,0.0,0.0,0.0,42.30628640891894,0.2119800382599699,0.3781344678377038,0.01170681951285797
27,6.653005079282276,21.67976370151226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,169.42761735809736,9.449,0.0,0.0,0.0,0.0,42.66776878079454,0.16319912561438213,0.41937044441845184,0.0
28,4.73762047708863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.403135415906776,5.112,0.41,8.813,169.42761735809736,9.449,0.0,0.0,22.537936400697948,0.0,45.01369229369335,0.11621447904216334,0.39822605990246845,0.01615404688114096
29,5.571592990793974,19.132156189637428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,146.8896809573994,9.449,0.0,0.0,0.0,9.449,48.4877491804314,0.13667193900217034,0.4206696618983764,0.0
30,3.512559709147967,46.110469296016895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,146.8896809573994,0.0,0.0,9.449,0.0,0.0,54.50902900516486,0.08616357065266186,0.49428264780625497,0.0
31,5.8189911228336975,39.88149231175625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,146.8896809573994,9.449,0.0,0.0,0.0,0.0,60.03548343458994,0.14274064905820866,0.47029403578961887,0.0
32,7.527290670841019,41.663839506176636,0.0,0.0,0.0,0.0,0.0,0.0,0.48708700370098823,5.112,0.41,8.813,146.8896809573994,9.449,0.0,0.0,0.0,0.0,64.01321718071864,0.1846454708943458,0.5637428567435878,0.0023121108423138307
33,6.319908502703305,51.987632881467874,0.0,0.0,0.0,0.0,0.0,0.0,7.85743816183537,0.0,0.0,0.0,146.8896809573994,9.449,0.0,0.0,0.0,0.0,66.16497954600655,0.15502822097880403,0.5906747253353768,0.037297788339149554
34,0.0,72.28305180788065,0.0,0.0,0.0,0.0,0.0,0.0,15.06174636163937,5.112,0.41,8.813,146.8896809573994,9.449,43.161546323925194,0.0,0.0,9.449,67.96725184559483,0.28417648036502147,0.5147842121432028,0.07149529098974937
35,0.0,43.38359437195689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,190.0512272813246,0.0,0.0,9.449,21.319474118387845,0.0,69.58906849034473,0.4162120712663819,0.3089685464314228,0.12245377073698771
36,0.0,79.3193536502362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,168.73175316293677,9.449,33.12567733357023,0.0,0.0,9.449,69.97767631666596,0.5859588284138857,0.5648952272390521,0.11150120791412894
37,0.0,64.33473337208287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,201.857430496507,0.0,0.0,9.449,0.0,0.0,69.22073337208286,0.4091419901651176,0.5093190559686074,0.08725260757434233
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,201.857430496507,9.449,0.0,0.0,51.292976298997935,2.5625608663494273,68.19053716534737,0.6326002126682938,0.3827081187929567,0.04781299208370617
39,0.0,43.705246668869414,0.0,0.0,0.0,0.0,0.0,0.0,6.239861261148259,5.112,0.41,8.813,150.56445419750906,6.886439133650573,0.0,2.5625608663494273,0.0,6.886439133650573,68.60398619731882,0.7925048933109492,0.36743536143716465,0.02961945354077135
40,0.0,51.76966389305179,0.0,0.0,0.0,0.0,0.0,0.0,2.2119373303276224,5.112,0.41,8.813,150.56445419750906,2.5625608663494273,0.0,6.886439133650573,6.164552422127784,2.5625608663494273,70.15727537820605,0.6321937735641389,0.3686923140840263,0.010499652516101056
41,0.7824748206846692,52.94277933465766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,144.3999017753813,6.886439133650573,0.0,2.5625608663494273,0.0,6.886439133650573,72.38413242264348,0.8407819193076045,0.3770469877351222,0.0
42,0.0,40.73354767976302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,144.3999017753813,2.5625608663494273,0.0,6.886439133650573,21.291400599979113,2.5625608663494273,72.03607001244099,0.8520020408016736,0.2900954888548058,0.0
43,0.0,57.802332845154766,0.0,0.0,0.0,0.0,0.0,0.0,3.892947148262163,5.112,0.41,8.813,123.1085011754022,6.886439133650573,10.439298785926226,2.5625608663494273,0.0,6.886439133650573,69.91485947479185,0.649978208820522,0.41165567348787635,0.01847909150041113
44,0.0,55.189725267205226,0.0,0.0,0.0,0.0,0.0,0.0,1.1491566985316748,5.112,0.41,8.813,133.54779996132842,2.5625608663494273,0.0,6.886439133650573,0.0,2.5625608663494273,66.35000369843576,0.6996761989293778,0.39304924915996103,0.00545483176928225
45,0.0,47.59476849894095,0.0,0.0,0.0,0.0,0.0,0.0,0.8307855630843015,5.112,0.41,8.813,133.54779996132842,6.886439133650573,0.0,2.5625608663494273,0.0,2.3650115310490065,62.563004726724834,0.5600585466621404,0.33895961488989346,0.003943583576342334
46,28.234948668922662,49.10182166617636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,133.54779996132842,7.083988468950993,29.909151845581782,2.3650115310490065,0.0,0.0,59.39760695846824,0.6926071571603613,0.3496925205704007,0.0
47,29.663470027303788,10.419065618822607,0.0,0.0,0.0,0.0,0.0,0.0,1.6236532385680447,5.112,0.41,8.813,163.4569518069102,9.449,0.0,0.0,0.0,0.0,56.04118888469444,0.7276489816939478,0.339401446247271,0.007707178037038487
48,0.0,50.78484747478477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,163.4569518069102,9.449,12.425083075384151,0.0,0.0,0.0,52.69476439940062,0.5906676032249745,0.36167866522300784,0.0
49,0.0,35.61607825880075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,175.88203488229436,9.449,0.0,0.0,0.0,0.6852924448248601,50.63637070362561,0.3633586422702061,0.25364998194623084,0.0
50,24.106158575012234,42.73573774429589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,175.88203488229436,8.76370755517514,31.551661942051187,0.6852924448248601,0.0,0.5080483353750207,49.4479902678071,0.5913273707868635,0.3043546520908983,0.0
51,15.233443134014886,26.19452177431485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.43369682434556,8.94095166462498,0.0,0.5080483353750207,0.0,8.94095166462498,49.860868237579695,0.37367844604679606,0.18655170080392885,0.0
52,15.378779575078656,27.551356015427263,0.0,0.0,0.0,0.0,0.0,0.0,2.6567343052610473,5.112,0.41,8.813,207.43369682434556,0.5080483353750207,0.0,8.94095166462498,0.0,0.5080483353750207,51.488966566517014,0.44972837450472886,0.1962147798847131,0.01261102050694831
53,17.452344824910625,29.571958247484254,0.0,0.0,0.0,0.0,0.0,0.0,2.621719018572911,5.112,0.41,8.813,207.43369682434556,8.94095166462498,17.640494616982743,0.5080483353750207,0.0,8.94095166462498,54.77343080323501,0.42810840836654895,0.2106050705831317,0.012444809494576348
54,16.061758005170866,24.764692528049252,0.0,0.0,0.0,0.0,0.0,0.0,1.616094865133574,5.112,0.41,8.813,225.0741914413283,0.5080483353750207,0.0,8.94095166462498,13.028840097404874,0.5080483353750207,61.373482166508616,0.3939971232603461,0.17636876713374453,0.007671299852986539
55,15.557660106948706,28.55950195575324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,212.04535134392344,8.94095166462498,13.028840097404867,0.5080483353750207,18.2713682875137,3.3289698186681242,66.51561173610388,0.381631532789043,0.20339457654016496,0.0
56,13.093659331193102,22.045963127996778,0.0,0.0,0.0,0.0,0.0,0.0,0.41094455370444005,5.112,0.41,8.813,206.80282315381461,6.120030181331876,18.271368287513695,3.3289698186681242,35.24719730637332,6.120030181331876,69.6524563944177,0.3211892563553904,0.15700656621344544,0.0019506768831654756
57,15.136249848469022,33.71565316025463,0.0,0.0,0.0,0.0,0.0,0.0,7.6149913515909535,5.112,0.41,8.813,189.826994134955,3.3289698186681242,0.0,6.120030181331876,3.1195313674051572,3.3289698186681242,71.13036536505601,0.37129428144333465,0.24011556671854437,0.036146938707787526
58,21.37928385619974,27.880824071694256,0.0,0.0,0.0,0.0,0.0,0.0,19.999463807954054,0.0,0.0,0.0,186.70746276754983,6.120030181331876,0.0,3.3289698186681242,0.0,6.120030181331876,72.0506320985118,0.5244367605337639,0.1985611798986824,0.09493371155355218
59,21.264542266042625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,186.70746276754983,3.3289698186681242,0.0,6.120030181331876,40.79915128031272,3.3289698186681242,73.60763318369159,0.5216221336152368,0.20793884021452297,0.1377643709540664
60,19.95325528033763,12.873494854152998,0.0,0.0,0.0,0.0,0.0,0.0,33.64534575915461,5.112,0.41,8.813,145.9083114872371,6.120030181331876,3.855930805214701,3.3289698186681242,0.0,0.0,73.62219526976241,0.48945608429671433,0.09168223726411909,0.159708159183187
61,18.398792151448287,14.768257019068635,0.0,0.0,0.0,0.0,0.0,0.0,31.40704999391435,5.112,0.41,8.813,149.76424229245183,9.449,11.431650606201902,0.0,0.0,4.578323100072128,72.0557716583015,0.45132489088690786,0.10517632230714301,0.14908338810985725
62,0.0,8.85108620840763,0.0,0.0,0.0,0.0,0.0,0.0,19.15659847829013,0.0,0.0,0.0,161.19589289865374,4.870676899927872,0.0,4.578323100072128,42.440576927783546,4.870676899927872,70.74061541433706,0.5182798404267075,0.06303551560768396,0.09093278758613157
63,25.737749556500905,24.207672793450243,0.0,0.0,0.0,0.0,0.0,0.0,6.8508094997926765,5.112,0.41,8.813,118.75531597087019,4.578323100072128,0.6093633035267878,4.870676899927872,0.0,4.578323100072128,70.22951474636129,0.6313505209823219,0.1724017934372562,0.03251951048322561
64,27.42859389753197,12.588082177094545,0.0,0.0,0.0,0.0,0.0,0.0,5.611592657462124,5.112,0.41,8.813,119.36467927439698,4.870676899927872,0.0,4.578323100072128,10.676584250108714,4.870676899927872,70.9322067820531,0.6728271642011281,0.0896495901024341,0.02663718006718095
65,27.028968789477876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,108.68809502428826,4.578323100072128,0.0,4.870676899927872,32.662794002215406,4.578323100072128,73.73440899183754,0.6630243055784774,0.10067197780054615,0.0
66,25.195151183082142,44.53432275420978,0.0,0.0,0.0,0.0,0.0,0.0,5.860886994772379,5.112,0.41,8.813,76.02530102207285,4.870676899927872,16.451897319145456,4.578323100072128,0.0,4.870676899927872,73.7658174127746,0.6180405085824394,0.31716378430299663,0.02782053362792658
67,0.0,40.438470961281496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.47719834121831,4.578323100072128,0.0,4.870676899927872,31.204963743487937,4.578323100072128,71.35108090491369,0.830469001421875,0.28799401648685646,0.0
68,0.0,52.35175659621098,0.0,0.0,0.0,0.0,0.0,0.0,0.025330582257555634,5.112,0.41,8.813,61.272234597730375,4.870676899927872,0.0,4.578323100072128,0.0,4.870676899927872,67.00444097832428,0.611655802151722,0.3728378520226644,0.00012023953305017714
69,4.982047097824349,44.60762539611335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,61.272234597730375,4.578323100072128,0.0,4.870676899927872,0.0,4.578323100072128,63.63231869408195,0.6768057992995458,0.3176858298145868,0.0
70,0.0,59.125072926777534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,61.272234597730375,4.870676899927872,13.522782144432432,4.578323100072128,0.0,4.870676899927872,60.22964458220085,0.6415849742971582,0.42107594136198645,0.0
71,0.0,46.49920132557795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,74.7950167421628,4.578323100072128,0.0,4.870676899927872,0.0,0.0,55.96352442565008,0.629195640217237,0.4826899091402132,0.0
72,0.0,84.23047041128075,0.0,0.0,0.0,0.0,0.0,0.0,3.0007947532512604,5.112,0.41,8.813,74.7950167421628,9.449,48.610525340254384,0.0,0.0,0.0,52.95573982427763,0.6999307840571499,0.5998711352748272,0.014244211058461914
73,0.0,37.315247878581914,0.0,0.0,0.0,0.0,0.0,0.0,0.06314613208534814,5.112,0.41,8.813,123.40554208241718,9.449,0.0,0.0,0.0,0.0,51.713394010667265,0.7775619146625339,0.6099466285925554,0.0002997428704427954
74,0.0,36.251497738533864,0.0,0.0,0.0,0.0,0.0,0.0,0.4007906862884989,5.112,0.41,8.813,123.40554208241718,9.449,0.0,0.0,0.0,0.0,50.98728842482237,0.5636635874096791,0.5552243897167942,0.001902478374961741
75,0.0,37.091720786841755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,123.40554208241718,9.449,0.0,0.0,0.0,0.0,51.426720786841756,0.578680366536672,0.5035262710656435,0.0
76,0.0,86.05081237146788,0.0,0.0,0.0,0.0,0.0,0.0,0.19298947666144167,5.112,0.41,8.813,123.40554208241718,9.449,57.170570253154295,0.0,0.0,9.449,52.85723159497503,0.8659807527649422,0.6128352157662929,0.0009160849253849348
77,0.0,49.515239163075044,0.0,0.0,0.0,0.0,0.0,0.0,1.279038411942659,5.112,0.41,8.813,180.57611233557148,0.0,0.0,9.449,0.0,0.0,55.680277575017705,0.6657440987888921,0.6554335722179423,0.006071355953902422
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,180.57611233557148,9.449,0.0,0.0,46.978806166728205,0.0,61.313806166728206,0.8138984567188281,0.609185933071654,0.0
79,0.0,120.42719931057928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,133.59730616884326,9.449,67.03022509091298,0.0,0.0,0.0,67.73197421966631,0.4986484091963329,0.8576563851022976,0.0
80,0.0,45.993887851682736,0.0,0.0,0.0,0.0,0.0,0.0,2.1157021421437765,5.112,0.41,8.813,200.62753125975624,9.449,0.0,0.0,0.0,9.449,71.89358999382651,0.6340872289997398,0.8231057500647894,0.010042842089377838
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,200.62753125975624,0.0,0.0,9.449,68.50120317493334,0.0,73.38720317493333,0.6402295361151641,0.7143897954014273,0.0
82,0.0,53.6193583518702,0.0,0.0,0.0,0.0,0.0,0.0,6.700602904522571,5.112,0.41,8.813,132.1263280848229,9.449,0.0,0.0,0.0,0.0,74.65496125639277,0.7084060190320686,0.5703118990109359,0.03180650788846894
83,0.0,43.52511587906625,0.0,0.0,0.0,0.0,0.0,0.0,7.562563481792216,5.112,0.41,8.813,132.1263280848229,9.449,0.0,0.0,0.0,9.449,74.87167936085847,0.5597263377994113,0.812699987081137,0.035898073422366165
84,0.0,63.071827097706006,0.0,0.0,0.0,0.0,0.0,0.0,6.959251707961487,5.112,0.41,8.813,132.1263280848229,0.0,0.0,9.449,0.0,0.0,74.91707880566749,0.798605611735144,1.0,0.03303426534912525
85,0.0,53.002656356754116,0.0,0.0,0.0,0.0,0.0,0.0,6.583775505208639,5.112,0.41,8.813,132.1263280848229,9.449,0.0,0.0,0.0,0.0,73.92143186196276,0.5791381602364831,0.7392793464653697,0.031251950089593875
86,0.0,53.52570140372072,0.0,0.0,0.0,0.0,0.0,0.0,4.909754596448574,5.112,0.41,8.813,132.1263280848229,9.449,0.0,0.0,0.0,0.0,72.77045600016929,0.549058435025472,0.6805244943022796,0.023305686149075716
87,0.0,45.315216882015804,0.0,0.0,0.0,0.0,0.0,0.0,2.894594527709864,5.112,0.41,8.813,132.1263280848229,9.449,0.0,0.0,0.0,9.449,71.99381140972567,0.6705020105646938,0.6038965112097682,0.0137400984644803
88,0.0,110.86113400187648,0.0,0.0,0.0,0.0,0.0,0.0,1.5967164146512736,5.112,0.41,8.813,132.1263280848229,0.0,44.44490542161594,9.449,0.0,0.0,72.8989449949118,0.7645198090684038,0.7895289434671602,0.0075793139754596695
89,0.0,60.70771248941572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,176.57123350643883,9.449,0.0,0.0,0.0,0.0,75.04271248941572,0.5345450898944567,0.6677525135300943,0.0
90,0.0,57.72994156179895,0.0,0.0,0.0,0.0,0.0,0.0,1.9901188546960005,5.112,0.41,8.813,176.57123350643883,9.449,0.0,0.0,0.0,0.0,74.05506041649495,0.6287966913874292,0.6688853230133128,0.009446721728302337
91,0.0,48.46297571971198,0.0,0.0,0.0,0.0,0.0,0.0,0.12116696136353353,5.112,0.41,8.813,176.57123350643883,9.449,0.0,0.0,0.0,9.449,72.36814268107551,0.6811224849113302,0.661845161992483,0.0005751568877227231
92,0.0,62.08713772389751,0.0,0.0,0.0,0.0,0.0,0.0,1.1722855277402515,5.112,0.41,8.813,176.57123350643883,0.0,0.0,9.449,0.0,0.0,68.14542325163777,0.572843642849947,0.8418032464828634,0.005564619992693777
93,0.0,47.15194251721488,0.0,0.0,0.0,0.0,0.0,0.0,2.962851714528857,5.112,0.41,8.813,176.57123350643883,9.449,0.0,0.0,0.0,0.0,64.44979423174374,0.545752261354621,0.74651422671357,0.014064102555147675
94,0.0,36.150184744995755,0.0,0.0,0.0,0.0,0.0,0.0,1.1337791451251147,5.112,0.41,8.813,176.57123350643883,9.449,0.0,0.0,0.0,9.449,61.06796389012087,0.6292805816206882,0.8388750137092343,0.00538183740135739
95,0.0,52.315016210570164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,176.57123350643883,0.0,0.0,9.449,0.0,0.0,57.20101621057017,0.5982507616304169,0.8328359900912387,0.0
96,22.58092009257468,7.181012514220214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,176.57123350643883,9.449,0.0,0.0,0.0,9.449,53.54593260679489,0.5539130619563538,0.9296588992094723,0.0
97,0.0,46.31101195078188,0.0,0.0,0.0,0.0,0.0,0.0,0.47498005046834857,5.112,0.41,8.813,176.57123350643883,0.0,0.0,9.449,0.0,0.0,51.67199200125023,0.3538076530504507,0.46500734965703255,0.0022546414012819846
98,21.110158245826128,5.490945090303015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,176.57123350643883,9.449,0.0,0.0,0.0,9.449,50.38510333612914,0.5178350724589745,0.6899299260799976,0.0
99,0.0,45.82089688518427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,176.57123350643883,0.0,0.0,9.449,0.0,0.0,50.70689688518427,0.4662364589397494,0.7912911073037726,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,176.57123350643883,9.449,0.0,0.0,37.82839102336548,0.0,52.16339102336548,0.33087560569784324,0.6969665586527518,0.0
