DADischarge,DACharge,IDDischarge,IDCharge,SOC,DA_Prices,ID_Prices
0.0,0.0,0.0,100.0,0.0,0.0,-9.793688551899079
45.0,0.0,0.0,100.0,90.0,0.0,-9.437082125079463
67.5,0.0,0.0,72.22222222222221,135.0,0.0,-9.068827408197494
66.25,0.0,0.0,75.0,132.5,0.0,-8.768507206486031
66.875,0.0,0.0,73.61111111111111,133.75,0.0,-8.760391850704366
66.5625,0.0,0.0,74.30555555555556,133.125,0.0,-7.62803828722572
66.71875,0.0,0.0,73.95833333333333,133.4375,0.0,-7.572124385446652
66.640625,0.0,0.0,74.13194444444444,133.28125,0.0,-7.721984875513148
66.6796875,0.0,23.3203125,74.04513888888889,133.359375,0.0,-7.009361113191084
0.0,0.0,0.0,100.0,110.0,0.0,-7.686093133257651
90.0,0.0,0.0,0.0,200.0,77.98165137614679,64.87635239759463
0.0,0.0,0.0,0.0,110.0,77.98165137614679,63.865190590472665
0.0,0.0,0.0,100.0,110.0,77.98165137614679,62.8570573214425
100.0,0.0,0.0,0.0,200.0,103.3,86.76209877539844
50.0,0.0,0.0,0.0,100.0,103.3,87.5700155627576
25.0,0.0,0.0,0.0,50.0,103.3,88.70030425379869
12.5,0.0,0.0,0.0,25.0,103.3,89.13323623820267
6.25,0.0,0.0,0.0,12.5,103.3,88.9122756962072
3.125,0.0,0.0,0.0,6.25,103.3,88.6587507109725
1.5625,0.0,1.5625,0.0,3.125,103.3,88.35923008341338
0.0,0.0,0.0,0.0,0.0,77.98165137614679,64.28567838631784
0.0,0.0,0.0,0.0,0.0,77.98165137614679,63.989322735243064
0.0,0.0,0.0,100.0,0.0,0.0,-9.583269353005129
45.0,0.0,0.0,100.0,90.0,0.0,-9.797256423608166
67.5,0.0,0.0,72.22222222222221,135.0,0.0,-9.816041263602136
66.25,0.0,0.0,75.0,132.5,0.0,-9.691487990685529
66.875,0.0,0.0,73.61111111111111,133.75,0.0,-9.538661471790844
66.5625,0.0,0.0,74.30555555555556,133.125,0.0,-9.18876667903079
66.71875,0.0,23.28125,73.95833333333333,133.4375,0.0,-8.846406038691745
0.0,0.0,0.0,100.0,110.0,0.0,-9.115853251231682
100.0,0.0,0.0,0.0,200.0,77.98165137614679,64.371822983704
50.0,0.0,0.0,0.0,100.0,77.98165137614679,64.74741994995468
25.0,0.0,0.0,0.0,50.0,77.98165137614679,64.08117777234301
12.5,0.0,12.5,0.0,25.0,77.98165137614679,63.655424781892904
0.0,0.0,0.0,100.0,0.0,0.0,-11.109606058418741
45.0,0.0,0.0,100.0,90.0,0.0,-12.562089707544988
67.5,0.0,0.0,72.22222222222221,135.0,0.0,-13.007419854438531
66.25,0.0,0.0,75.0,132.5,0.0,-12.300364474740528
66.875,0.0,0.0,73.61111111111111,133.75,0.0,-11.64378876367956
66.5625,0.0,0.0,74.30555555555556,133.125,0.0,-11.215283441445795
66.71875,0.0,0.0,73.95833333333333,133.4375,0.0,-11.324916642887477
66.640625,0.0,0.0,74.13194444444444,133.28125,0.0,-11.523880887105602
66.6796875,0.0,0.0,74.04513888888889,133.359375,0.0,-11.73350700974067
66.66015625,0.0,0.0,74.08854166666667,133.3203125,0.0,-11.74601607324828
66.669921875,0.0,0.0,74.06684027777777,133.33984375,0.0,-11.819952551145528
66.6650390625,0.0,0.0,74.07769097222221,133.330078125,0.0,-11.38260841714573
66.66748046875,0.0,0.0,74.072265625,133.3349609375,0.0,-10.513669083707576
66.666259765625,0.0,0.0,74.07497829861111,133.33251953125,0.0,-10.35470121145506
66.6668701171875,0.0,0.0,74.07362196180556,133.333740234375,0.0,-10.46051171414551
66.66656494140625,0.0,0.0,74.07430013020833,133.3331298828125,0.0,-10.000217607028132
66.66671752929688,0.0,0.0,74.07396104600694,133.33343505859375,0.0,-9.644361062243002
66.66664123535156,0.0,0.0,74.07413058810764,133.33328247070312,0.0,-9.545682220198639
66.66667938232422,0.0,0.0,74.0740458170573,133.33335876464844,0.0,-9.815918186251034
66.66666030883789,0.0,0.0,74.07408820258246,133.33332061767578,0.0,-10.620526725220074
66.66666984558105,0.0,0.0,74.07406700981987,133.3333396911621,0.0,-11.394559433903176
66.66666507720947,0.0,0.0,74.07407760620117,133.33333015441895,0.0,-11.486922236353589
66.66666746139526,0.0,0.0,74.07407230801053,133.33333492279053,0.0,-11.425977742281601
66.66666626930237,0.0,0.0,74.07407495710585,133.33333253860474,0.0,-11.937421275107715
66.66666686534882,0.0,0.0,74.07407363255818,133.33333373069763,0.0,-12.514379325598377
66.66666656732559,0.0,0.0,74.07407429483202,133.33333313465118,0.0,-13.19225821856798
66.6666667163372,0.0,0.0,74.0740739636951,133.3333334326744,0.0,-13.281925139142613
66.6666666418314,0.0,0.0,74.07407412926356,133.3333332836628,0.0,-12.714394494562976
66.6666666790843,0.0,0.0,74.07407404647932,133.3333333581686,0.0,-11.961972289021004
66.66666666045785,0.0,0.0,74.07407408787144,133.3333333209157,0.0,-10.959751139234472
66.66666666977108,0.0,0.0,74.07407406717539,133.33333333954215,0.0,-10.493900237427567
66.66666666511446,0.0,0.0,74.07407407752342,133.33333333022892,0.0,-10.349344101810845
66.66666666744277,0.0,0.0,74.0740740723494,133.33333333488554,0.0,-10.22368225670858
66.66666666627862,0.0,0.0,74.0740740749364,133.33333333255723,0.0,-10.025535677983346
66.66666666686069,0.0,0.0,74.0740740736429,133.33333333372138,0.0,-9.482423307898843
66.66666666656965,0.0,0.0,74.07407407428965,133.3333333331393,0.0,-9.247252919685236
66.66666666671517,0.0,0.0,74.07407407396629,133.33333333343035,0.0,-9.235575355353665
66.66666666664241,0.0,0.0,74.07407407412796,133.33333333328483,0.0,-8.848296735819252
66.6666666666788,0.0,23.333333333321207,74.07407407404712,133.3333333333576,0.0,-8.601209347746025
0.0,0.0,0.0,100.0,110.0,0.0,-8.031963988219694
0.0,0.0,0.0,0.0,200.0,77.98165137614679,66.3034347834426
0.0,0.0,0.0,0.0,200.0,77.98165137614679,66.96049200578526
100.0,0.0,0.0,0.0,200.0,103.3,91.69305742978918
50.0,0.0,0.0,0.0,100.0,103.3,91.97190152521817
25.0,0.0,0.0,0.0,50.0,103.3,91.56438957412104
12.5,0.0,0.0,0.0,25.0,103.3,91.46962190878665
6.25,0.0,0.0,0.0,12.5,103.3,91.60514434291044
3.125,0.0,0.0,0.0,6.25,103.3,91.89091820484688
1.5625,0.0,0.0,0.0,3.125,103.3,90.8868471130419
0.78125,0.0,0.0,0.0,1.5625,103.3,90.55700976835531
0.390625,0.0,0.0,0.0,0.78125,103.3,89.3396750992156
0.1953125,0.0,0.0,0.0,0.390625,103.3,88.48480729331712
0.09765625,0.0,0.0,0.0,0.1953125,103.3,88.79671437245842
0.048828125,0.0,0.0,0.0,0.09765625,103.3,88.55859305743533
0.0244140625,0.0,0.0,0.0,0.048828125,103.3,88.66426498103283
0.01220703125,0.0,0.0,0.0,0.0244140625,103.3,88.68291363567846
0.006103515625,0.0,0.0,0.0,0.01220703125,103.3,88.63932233351359
0.0030517578125,0.0,0.0,0.0,0.006103515625,103.3,88.36422226752101
0.00152587890625,0.0,0.0,0.0,0.0030517578125,103.3,88.07420234350373
0.000762939453125,0.0,0.0,0.0,0.00152587890625,103.3,88.03298644304523
0.0003814697265625,0.0,0.0,0.0,0.000762939453125,103.3,87.90625236036173
0.00019073486328125,0.0,0.00019073486328125,0.0,0.0003814697265625,103.3,87.49026948741742
0.0,0.0,0.0,0.0,0.0,77.98165137614679,63.604474352653696
0.0,0.0,0.0,0.0,0.0,77.98165137614679,63.52352798194343
0.0,0.0,0.0,100.0,0.0,0.0,-9.796858815320274
45.0,0.0,0.0,100.0,90.0,0.0,-9.809500754673438
67.5,0.0,0.0,72.22222222222221,135.0,0.0,-9.807969543730332
66.25,0.0,0.0,75.0,132.5,0.0,-10.066525016184706
66.875,0.0,0.0,73.61111111111111,133.75,0.0,-10.215738668456423
66.5625,0.0,0.0,74.30555555555556,133.125,0.0,-10.393245522141305
66.71875,0.0,0.0,73.95833333333333,133.4375,0.0,-10.64147869830927
66.640625,0.0,0.0,74.13194444444444,133.28125,0.0,-11.366710801533793
66.6796875,0.0,0.0,74.04513888888889,133.359375,0.0,-12.618923729838674
66.66015625,0.0,0.0,74.08854166666667,133.3203125,0.0,-13.634286465879178
66.669921875,0.0,0.0,74.06684027777777,133.33984375,0.0,-14.113562965820458
66.6650390625,0.0,0.0,74.07769097222221,133.330078125,0.0,-13.716136277839103
66.66748046875,0.0,0.0,74.072265625,133.3349609375,0.0,-12.264632615853658
66.666259765625,0.0,0.0,74.07497829861111,133.33251953125,0.0,-11.093212222729553
66.6668701171875,0.0,0.0,74.07362196180556,133.333740234375,0.0,-10.300731912870926
66.66656494140625,0.0,0.0,74.07430013020833,133.3331298828125,0.0,-9.995118027836263
66.66671752929688,0.0,0.0,74.07396104600694,133.33343505859375,0.0,-9.814092276694788
66.66664123535156,0.0,0.0,74.07413058810764,133.33328247070312,0.0,-9.845400874024728
66.66667938232422,0.0,0.0,74.0740458170573,133.33335876464844,0.0,-9.686440230342471
66.66666030883789,0.0,0.0,74.07408820258246,133.33332061767578,0.0,-9.429524465726137
66.66666984558105,0.0,0.0,74.07406700981987,133.3333396911621,0.0,-9.408224351451452
66.66666507720947,0.0,0.0,74.07407760620117,133.33333015441895,0.0,-9.350525857191252
66.66666746139526,0.0,0.0,74.07407230801053,133.33333492279053,0.0,-9.050079900068061
66.66666626930237,0.0,23.333333730697632,74.07407495710585,133.33333253860474,0.0,-8.985347090315942
0.0,0.0,0.0,100.0,110.0,0.0,-9.328440695624506
0.0,0.0,0.0,0.0,200.0,77.98165137614679,64.17402952136213
0.0,0.0,0.0,0.0,200.0,77.98165137614679,65.0766723798473
100.0,0.0,0.0,0.0,200.0,103.3,90.18983515675653
50.0,0.0,0.0,0.0,100.0,103.3,91.46409014697073
25.0,0.0,0.0,0.0,50.0,103.3,92.58766205847029
12.5,0.0,0.0,0.0,25.0,103.3,93.37341250065604
6.25,0.0,0.0,0.0,12.5,103.3,92.96116165783852
3.125,0.0,0.0,0.0,6.25,103.3,91.62959836902893
1.5625,0.0,0.0,0.0,3.125,103.3,90.35063627560271
0.78125,0.0,0.0,0.0,1.5625,103.3,89.61828949968141
0.390625,0.0,0.0,0.0,0.78125,103.3,89.62131031464536
0.1953125,0.0,0.0,0.0,0.390625,103.3,90.9191915197393
0.09765625,0.0,0.0,0.0,0.1953125,103.3,92.66341607661498
0.048828125,0.0,0.0,0.0,0.09765625,103.3,92.97494154970016
0.0244140625,0.0,0.0,0.0,0.048828125,103.3,91.27780794022203
0.01220703125,0.0,0.0,0.0,0.0244140625,103.3,90.46419847977502
0.006103515625,0.0,0.0,0.0,0.01220703125,103.3,89.30553582022571
0.0030517578125,0.0,0.0,0.0,0.006103515625,103.3,88.2845831193407
0.00152587890625,0.0,0.0,0.0,0.0030517578125,103.3,88.25180538658557
0.000762939453125,0.0,0.000762939453125,0.0,0.00152587890625,103.3,88.37535338773029
0.0,0.0,0.0,0.0,0.0,77.98165137614679,64.46301486538724
0.0,0.0,0.0,0.0,0.0,77.98165137614679,64.28852203720854
0.0,0.0,0.0,100.0,0.0,0.0,-9.157565511616998
45.0,0.0,0.0,100.0,90.0,0.0,-9.32480686729715
67.5,0.0,0.0,72.22222222222221,135.0,0.0,-9.480790835294263
66.25,0.0,0.0,75.0,132.5,0.0,-9.68740869878361
66.875,0.0,0.0,73.61111111111111,133.75,0.0,-9.806773771739632
66.5625,0.0,0.0,74.30555555555556,133.125,0.0,-10.295900453672106
66.71875,0.0,0.0,73.95833333333333,133.4375,0.0,-10.500407446558436
66.640625,0.0,0.0,74.13194444444444,133.28125,0.0,-10.633145437500167
66.6796875,0.0,0.0,74.04513888888889,133.359375,0.0,-11.229477691562295
66.66015625,0.0,0.0,74.08854166666667,133.3203125,0.0,-11.863695477896353
66.669921875,0.0,0.0,74.06684027777777,133.33984375,0.0,-12.275946949386917
66.6650390625,0.0,23.3349609375,74.07769097222221,133.330078125,0.0,-12.196647286924561
0.0,0.0,0.0,100.0,110.0,0.0,-11.572061817563435
0.0,0.0,0.0,0.0,200.0,77.98165137614679,62.79549128678497
0.0,0.0,0.0,0.0,200.0,103.3,87.308422308946
0.0,0.0,0.0,0.0,200.0,103.3,88.1708289434506
100.0,0.0,0.0,0.0,200.0,103.3,88.65452430545331
50.0,0.0,0.0,0.0,100.0,103.3,89.53430115420531
25.0,0.0,0.0,0.0,50.0,103.3,89.68875145693896
12.5,0.0,0.0,0.0,25.0,103.3,89.93484298513576
6.25,0.0,0.0,0.0,12.5,103.3,90.4418410930915
3.125,0.0,0.0,0.0,6.25,103.3,90.5892168504879
1.5625,0.0,0.0,0.0,3.125,103.3,91.12047116596474
0.78125,0.0,0.0,0.0,1.5625,103.3,90.99471203061455
0.390625,0.0,0.0,0.0,0.78125,103.3,91.02372015252568
0.1953125,0.0,0.0,0.0,0.390625,103.3,91.00082339669139
0.09765625,0.0,0.0,0.0,0.1953125,103.3,91.07186533940592
0.048828125,0.0,0.0,0.0,0.09765625,103.3,91.64359137824074
0.0244140625,0.0,0.0,0.0,0.048828125,103.3,91.22455706888789
0.01220703125,0.0,0.0,0.0,0.0244140625,103.3,90.97967290032733
0.006103515625,0.0,0.0,0.0,0.01220703125,103.3,91.0196267805925
0.0030517578125,0.0,0.0,0.0,0.006103515625,103.3,90.65611017756501
0.00152587890625,0.0,0.0,0.0,0.0030517578125,103.3,89.83093673946004
0.000762939453125,0.0,0.0,0.0,0.00152587890625,103.3,88.78926431555134
0.0003814697265625,0.0,0.0,0.0,0.000762939453125,103.3,87.15666587639329
0.00019073486328125,0.0,0.0,0.0,0.0003814697265625,103.3,85.83638907019292
9.5367431640625e-05,0.0,0.0,0.0,0.00019073486328125,103.3,85.48970123499997
4.76837158203125e-05,0.0,0.0,0.0,9.5367431640625e-05,103.3,85.72326843416612
2.384185791015625e-05,0.0,0.0,0.0,4.76837158203125e-05,103.3,86.45666990541835
1.1920928955078125e-05,0.0,0.0,0.0,2.384185791015625e-05,103.3,86.68391621854313
5.9604644775390625e-06,0.0,0.0,0.0,1.1920928955078125e-05,103.3,86.58199246058832
2.9802322387695312e-06,0.0,2.9802322387695312e-06,0.0,5.9604644775390625e-06,103.3,86.58975257636892
0.0,0.0,0.0,0.0,0.0,77.98165137614679,62.897475194718346
0.0,0.0,0.0,0.0,0.0,77.98165137614679,62.60922173972307
0.0,0.0,0.0,100.0,0.0,0.0,-10.674672759047704
45.0,0.0,0.0,100.0,90.0,0.0,-10.454646520954247
67.5,0.0,0.0,72.22222222222221,135.0,0.0,-10.287813391587923
66.25,0.0,0.0,75.0,132.5,0.0,-10.019832981108992
66.875,0.0,0.0,73.61111111111111,133.75,0.0,-9.638674380411352
66.5625,0.0,0.0,74.30555555555556,133.125,0.0,-8.724484287431949
66.71875,0.0,23.28125,73.95833333333333,133.4375,0.0,-8.535568851381182
0.0,0.0,0.0,100.0,110.0,0.0,-8.50532421831392
0.0,0.0,0.0,0.0,200.0,77.98165137614679,64.84379467117103
0.0,0.0,0.0,0.0,200.0,103.3,88.00945263403354
0.0,0.0,0.0,0.0,200.0,103.3,87.8991927775696
0.0,0.0,0.0,0.0,200.0,103.3,87.77212392506564
0.0,0.0,0.0,0.0,200.0,103.3,87.33589057276072
0.0,0.0,0.0,0.0,200.0,103.3,86.88345348571423
0.0,0.0,0.0,0.0,200.0,103.3,86.2901667247961
0.0,0.0,0.0,0.0,200.0,103.3,86.80245502214213
0.0,0.0,0.0,0.0,200.0,103.3,87.50230023765259
0.0,0.0,0.0,0.0,200.0,103.3,88.51683476600057
0.0,0.0,0.0,0.0,200.0,103.3,89.50382787379871
0.0,0.0,0.0,0.0,200.0,103.3,90.25239202389137
0.0,0.0,0.0,0.0,200.0,103.3,90.99503265345813
0.0,0.0,0.0,0.0,200.0,103.3,91.64266213071089
0.0,0.0,0.0,0.0,200.0,103.3,91.9275782428214
0.0,0.0,0.0,0.0,200.0,103.3,92.45319885644652
0.0,0.0,0.0,0.0,200.0,103.3,92.88648933697492
0.0,0.0,0.0,0.0,200.0,103.3,93.3234436066279
0.0,0.0,0.0,0.0,200.0,103.3,93.68301944514084
0.0,0.0,0.0,0.0,200.0,103.3,94.14683817391744
0.0,0.0,0.0,0.0,200.0,103.3,94.45898486967813
0.0,0.0,0.0,0.0,200.0,103.3,94.82601687675557
0.0,0.0,0.0,0.0,200.0,103.3,95.12752343292418
0.0,0.0,0.0,0.0,200.0,103.3,95.26944632728541
0.0,0.0,0.0,0.0,200.0,103.3,95.2548310913681
0.0,0.0,0.0,0.0,200.0,103.3,95.38795121107398
100.0,0.0,0.0,0.0,200.0,297.3771144278607,277.77195564201145
50.0,0.0,0.0,0.0,100.0,297.3771144278607,277.63973522050514
25.0,0.0,0.0,0.0,50.0,297.3771144278607,277.1022637999853
12.5,0.0,0.0,0.0,25.0,297.3771144278607,276.1836482301842
6.25,0.0,0.0,0.0,12.5,297.3771144278607,275.43363890825833
3.125,0.0,0.0,0.0,6.25,297.3771144278607,275.2123569814074
1.5625,0.0,0.0,0.0,3.125,297.3771144278607,275.5374579786692
0.78125,0.0,0.0,0.0,1.5625,297.3771144278607,276.26610631621884
0.390625,0.0,0.0,0.0,0.78125,297.3771144278607,277.22849993607394
0.1953125,0.0,0.0,0.0,0.390625,297.3771144278607,277.79668448201016
0.09765625,0.0,0.0,0.0,0.1953125,297.3771144278607,277.7979431132313
0.048828125,0.0,0.0,0.0,0.09765625,297.3771144278607,277.68057152355846
