Hour,Offshore,Onshore,Biomass,Lignite,Hard Coal,Gas,Hydrogren,Nuclear,Solar PV,Hydro,Other RES,Other Conventional,Battery_SOC,PumpedHydro_SOC,Battery_Charge,PumpedHydro_Charge,Battery_Discharge,PumpedHydro_Discharge,Demand,OffWind,OnWind,Solar,DA_Prices
0,0.0,12.286497991401788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.188213216841305,9.449,0.0,0.0,43.188213216841305,9.449,64.92371120824309,0.6716236991485336,0.4943725873564947,4.2427644547721306e-05,0.0
1,0.0,62.73859019073523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.73859019073523,0.632184247871334,0.49285606858174164,3.916397958251198e-05,0.0
2,0.0,61.170054726614396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.170054726614396,0.6135879848628193,0.4942013001119634,3.916397958251198e-05,0.0
3,0.0,59.999107849998694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.999107849998694,0.5527731788079471,0.4852442305442757,4.2427644547721306e-05,0.0
4,0.0,59.401916861855824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.401916861855824,0.524982261116367,0.4841162413729717,3.916397958251198e-05,0.0
5,0.0,59.88274045853378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.88274045853378,0.5469193472090823,0.48623435437242024,4.2427644547721306e-05,0.0
6,0.0,59.35625882284355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.35625882284355,0.5067703405865658,0.48600875653815945,4.2427644547721306e-05,0.0
7,0.0,60.31871412308462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.31871412308462,0.460885761589404,0.49584732875453286,5.2218639443349305e-05,0.0
8,0.0,61.39066790626664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.39066790626664,0.4560666982024598,0.5071105095168864,0.005551494105821073,0.0
9,0.0,64.57097255286506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.57097255286506,0.3821546830652791,0.5086855166190405,0.042003368102244094,0.0
10,0.0,68.38079246301326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.38079246301326,0.41035950804162724,0.5065966477832924,0.08279918016736074,0.0
11,0.0,72.45365116428529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.45365116428529,0.4225697729422895,0.5057778111996791,0.1062192399577029,0.0
12,0.0,74.06137981233701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.06137981233701,0.38978240302743616,0.5081256997710599,0.10145428910849728,0.0
13,0.0,73.13650148225649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.13650148225649,0.3877128666035951,0.4974975351347738,0.08310596467409041,0.0
14,0.0,72.57527125050383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.57527125050383,0.3907580416272469,0.47640413763138983,0.05481978042062114,0.0
15,0.0,72.65244545803786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.65244545803786,0.4505380794701987,0.4584983539713574,0.018570253652041097,0.0
16,22.967166954619227,52.802954866416144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.77012182103537,0.5002956480605487,0.4575416520445848,0.0010900640983799168,0.0
17,0.0,75.98930377012421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.016138506504575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.00544227662878,0.5260170293282876,0.4677019100616634,7.506429419981463e-05,0.0
18,7.728586558180297,73.40453660630583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.13312316448612,0.5306291390728477,0.45179308500860615,6.853696426939596e-05,0.0
19,24.91208778229736,54.47350424300211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.38559202529947,0.5426620151371807,0.44123176417506393,5.8745969373767964e-05,0.0
20,25.183535211142875,50.89447533314341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.07801054428629,0.5485749763481551,0.42616684213164885,4.2427644547721306e-05,0.0
21,25.267683914084987,47.70275160326845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.97043551735344,0.5504079943235572,0.40720409084072795,3.916397958251198e-05,0.0
22,8.227508525396232,62.34325359643593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.57076212183216,0.5392324976348155,0.3837126719139052,3.590031461730265e-05,0.0
23,20.210618314692997,46.14667450784704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.35729282254003,0.4402495269631031,0.3654476028141241,3.916397958251198e-05,0.0
24,0.0,56.59811985836899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.3363267852155545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.046446643584545,0.428009697256386,0.3483523002623619,4.2427644547721306e-05,0.0
25,20.433205206346322,39.49276897054422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.92597417689054,0.4450981551561022,0.3328278270750823,3.916397958251198e-05,0.0
26,6.061738237400306,53.80564819031519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.867386427715495,0.4370860927152318,0.3311650874818268,4.2427644547721306e-05,0.0
27,0.0,57.02778309752263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3511349885073827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.37891808603001,0.47516556291390727,0.350996808208419,4.569130951293064e-05,0.0
28,2.1318837596538245,61.56673741066696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.698621170320784,0.5649243140964996,0.3789333400177136,3.916397958251198e-05,0.0
29,0.257558007463345,68.35718139880751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.61473940627086,0.6026490066225165,0.4207274276833609,4.2427644547721306e-05,0.0
30,0.0,72.02341840353519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.13541840353518,0.6124053926206244,0.4706346819070537,4.569130951293064e-05,0.0
31,0.0,81.05770093720193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.898171847595165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.9558727847971,0.6138540681173131,0.49889707725472504,3.916397958251198e-05,0.0
32,6.763077149579701,83.82166414389008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.58474129346978,0.6120801797540208,0.5159088250530572,0.0006625239879374943,0.0
33,10.421634585162636,83.20805345163907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.62968803680171,0.6134992904446547,0.5121321501980247,0.007023407005130482,0.0
34,28.155884557001293,68.0241888094065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.18007336640778,0.6133219016083254,0.5094082652362093,0.018145977206563885,0.0
35,23.63628486672343,74.83881205357572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.47509692029915,0.5148710974456008,0.48485152320315505,0.028109946345347973,0.0
36,20.662578283720784,75.80603508991649,0.0,0.0,0.0,0.0,0.0,0.0,2.5564002820221177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0250136556594,0.45009460737937557,0.46657392089035943,0.0342750094646284,0.0
37,18.275198147024458,74.03646475812769,0.0,0.0,0.0,0.0,0.0,0.0,5.642205074210408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.95386797936256,0.39809011352885526,0.45859861967547333,0.03011710029895171,0.0
38,17.904672406650327,73.05293224946287,0.0,0.0,0.0,0.0,0.0,0.0,0.42643850239722525,5.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.49604315851042,0.39001892147587514,0.44962901689477114,0.016093131943447213,0.0
39,17.652226297823997,73.76157114626604,0.0,0.0,0.0,0.0,0.0,0.0,0.5553150992856679,5.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0811125433757,0.3845198675496689,0.4539905750238131,0.004487539327162831,0.0
40,20.274408460471694,73.89275481057462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2791632710463,0.4416390728476821,0.48041476579602616,0.00016318324826046659,0.0
41,19.04244780238001,83.3879282673985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.4303760697785,0.5982734153263954,0.5132392506809712,5.2218639443349305e-05,0.0
42,13.653239029872864,88.28459589339269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.93783492326556,0.7133692052980133,0.5433774502431443,4.895497447813997e-05,0.0
43,4.906392266830736,94.02972963145963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.93612189829037,0.7571546830652791,0.5787378218946876,4.2427644547721306e-05,0.0
44,0.0,93.89151466759778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.89151466759778,0.760879848628193,0.6023253287879548,3.2636649652093315e-05,0.0
45,0.0,88.53255385857288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.53255385857288,0.7537547303689688,0.6222238933172908,3.916397958251198e-05,0.0
46,0.0,84.05321739405883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.05321739405883,0.7161778618732261,0.6211794588994168,4.569130951293064e-05,0.0
47,0.0,79.3035691764544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.3035691764544,0.6694654683065279,0.6293970688992496,3.916397958251198e-05,0.0
48,0.0,74.5680628293405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5680628293405,0.4680404446546831,0.6134214000434485,3.916397958251198e-05,0.0
49,0.0,71.65524156173436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.65524156173436,0.3785182119205298,0.6167385237546164,3.916397958251198e-05,0.0
50,0.0,69.97357113368929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.97357113368929,0.36394276253547775,0.6239910763523336,3.916397958251198e-05,0.0
51,0.0,70.55783241166938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.55783241166938,0.34259697256385996,0.6260966561387677,3.916397958251198e-05,0.0
52,0.0,72.86174514129766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.86174514129766,0.3421535004730369,0.6400962550759512,3.916397958251198e-05,0.0
53,0.0,77.5095718913703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5095718913703,0.40669347209082307,0.6455941578516402,3.916397958251198e-05,0.0
54,0.0,86.84926721675748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.84926721675748,0.6035063859981078,0.6995997727310707,4.569130951293064e-05,0.0
55,0.0,94.12586566429796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.12586566429796,0.6062854777672658,0.7183954145151318,3.916397958251198e-05,0.0
56,0.0,98.56479678455335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.56479678455335,0.6091532639545885,0.7079844922377634,0.004105690526233339,0.0
57,0.0,100.65617740338114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.65617740338114,0.6236400189214759,0.6936506742868602,0.030962389524940927,0.0
58,0.0,101.95844164883745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.95844164883745,0.621304399243141,0.6970555304891295,0.0664873826712445,0.0
59,0.0,104.16174507126169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.16174507126169,0.6278382213812678,0.7066267274945272,0.07922873069542173,0.0
60,0.0,104.18235179683361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.18235179683361,0.6026490066225165,0.7015131765846159,0.08366405138314122,0.0
61,0.0,101.96571461080401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.96571461080401,0.538434247871334,0.6899617319229291,0.08000548295714155,0.0
62,0.0,100.10464445425055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.10464445425055,0.5098450804162725,0.6746962784712822,0.05425516638163993,0.0
63,0.0,99.3813887920207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3813887920207,0.44628074739829704,0.6504570445012616,0.02059372593047088,0.0
64,0.0,100.37576431422609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.37576431422609,0.4209732734153264,0.6216640764693103,0.0012271380269187086,0.0
65,9.085551329587787,95.25559347018232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.3411447997701,0.4309070482497635,0.5862828161294096,8.485528909544261e-05,0.0
66,18.193763918370802,86.19182676008383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.38559067845463,0.3963162251655629,0.5666474490733778,5.8745969373767964e-05,0.0
67,12.194519567664258,88.77399114683625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.96851071450051,0.3845789971617786,0.5463895991042931,5.548230440855864e-05,0.0
68,8.43832476588392,86.37928039212214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.81760515800606,0.38333727530747397,0.5316505405992547,4.2427644547721306e-05,0.0
69,0.0,85.21993629658596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.825797704473416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.04573400105937,0.40237701040681173,0.5245149646563393,3.590031461730265e-05,0.0
70,0.0,80.11862912575593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.23062912575593,0.41710028382213815,0.5044952457345299,3.916397958251198e-05,0.0
71,0.0,79.19366664007087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.19366664007087,0.45869796594134343,0.5063250948346452,3.916397958251198e-05,0.0
72,0.0,74.93736767586456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.93736767586456,0.4842419583727531,0.5117686870206046,3.916397958251198e-05,0.0
73,0.0,73.17933114717067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.17933114717067,0.4921948912015137,0.5231028893233736,3.916397958251198e-05,0.0
74,0.0,72.15182324267316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.15182324267316,0.4946487701040681,0.5408206747881887,3.916397958251198e-05,0.0
75,21.966883179323496,73.13968012051043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.33290180902013,0.0,0.0,0.0,72.77366149081381,0.47850638599810785,0.5509140890025234,3.916397958251198e-05,0.0
76,0.0,74.79796923817223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.33290180902013,0.0,0.0,0.0,0.0,0.0,74.79796923817223,0.46644394512771997,0.5604267976805201,3.916397958251198e-05,0.0
77,0.0,78.79284562502505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.33290180902013,0.0,0.0,0.0,0.0,0.0,78.79284562502505,0.4543815042573321,0.5695342658043816,3.916397958251198e-05,0.0
78,0.0,86.7648200472569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.33290180902013,0.0,0.0,0.0,0.0,0.0,86.7648200472569,0.4312026963103122,0.560974081315486,4.569130951293064e-05,0.0
79,18.362061324255023,88.5554262763663,0.0,0.0,0.0,0.0,0.0,0.0,0.007337067716788568,5.112,0.41,0.0,22.33290180902013,0.0,16.599691338621625,0.0,0.0,0.0,95.84713332971648,0.3999822611163671,0.5450443675740713,3.916397958251198e-05,0.0
80,17.406566374718803,84.76515846051497,0.0,0.0,0.0,0.0,0.0,0.0,0.4053729913525684,5.112,0.41,0.0,38.932593147641754,0.0,4.255620069199548,2.1072655019719093,0.0,0.0,101.73621225541487,0.379168637653737,0.5217158804164369,0.002163809871933787,0.0
81,15.647587035799852,81.10589381236767,0.0,0.9363,0.0,0.0,0.0,0.0,3.89109157913687,5.112,0.41,0.0,43.188213216841305,2.1072655019719093,0.0,4.099877139319787,0.8468205256003145,0.0,103.84981581358491,0.34085264900662254,0.4991936966294013,0.020769963838592184,0.0
82,13.4705786564588,78.38469329772796,0.0,1.8726,0.8411000000000013,0.0,0.0,0.0,8.794698503190563,5.112,0.41,0.0,42.34139269124099,6.207142641291696,0.0,3.2418573587083035,0.0,0.0,105.64381309866901,0.29343070009460737,0.48244514630437324,0.046944556859571024,0.0
83,9.149135589238163,75.2684469613072,0.0,2.8089,1.6822000000000015,0.0,0.0,0.0,12.36662763664713,5.112,0.41,0.0,42.34139269124099,9.449,0.8468205256003145,0.0,0.0,0.0,105.95048966159217,0.19929635761589404,0.4632651526545345,0.06601088758632394,0.0
84,7.855688590789273,69.519919358792,3.3043992041904717,3.7452,2.5233000000000017,0.0,0.0,0.0,13.544227005191697,5.112,0.41,0.0,43.188213216841305,9.449,0.0,0.0,0.0,0.0,106.01473415896344,0.17112109744560075,0.4278838923146338,0.07229670630931712,77.98165137614679
85,7.266647670194501,62.60797502340262,8.577,4.6815,3.3644000000000016,0.2104781397740476,0.0,0.0,12.375798971293117,5.112,0.41,0.0,43.188213216841305,9.449,0.0,0.0,0.0,0.0,104.60579980466429,0.15828997161778618,0.3853419896057887,0.06605984256080208,92.6
86,6.93548180700297,54.675835034856995,8.577,5.6178,4.205500000000002,8.498335144353359,0.0,0.0,8.945108391384728,5.112,0.41,0.0,43.188213216841305,9.449,0.0,0.0,0.0,0.0,102.97706037759805,0.15107615894039736,0.3365209471766849,0.04774741844101252,92.6
