Hour,Offshore,Onshore,Biomass,Lignite,Hard Coal,Gas,Hydrogren,Nuclear,Solar PV,Hydro,Other RES,Other Conventional,Battery_SOC,PumpedHydro_SOC,Battery_Charge,PumpedHydro_Charge,Battery_Discharge,PumpedHydro_Discharge,Demand,OffWind,OnWind,Solar
0,37.63015214208063,8.329208849298686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,0.0,4.0,9.449,0.0,0.0,4.0,9.449,40.17025,0.34696238236778626,0.22679850221847017,0.0
1,0.0,62.7450161637931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.81825,0.3169224433439211,0.26816517089345787,0.0
2,35.06073720094404,20.593582842159407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.84775,0.32327153132094155,0.3424198071420049,0.002524828090954546
3,54.48325323275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.12325,0.7122538814683945,0.23981716625579458,0.005954631165062263
4,53.8860010775862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.75375,0.6293833367605318,0.284006318875279,0.002724385412823097
5,0.0,59.8888739224138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.05125,0.43647135756638333,0.29223347376758213,0.0
6,53.84033836206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7255,0.5688258752862634,0.5853027032268674,0.0
7,30.65045349186354,24.152438749515767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.321,0.2826072646221835,0.260446026976433,0.02259841314841851
8,32.797112719478875,23.07784309948665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.98425,0.3024001689116219,0.47336432707212794,0.0007627526623356085
9,0.0,64.57758620689656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.952,0.3712012685868222,0.25271560053526476,0.05272828445253316
10,28.73142902199127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.134367314215616,5.112,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.30925,0.2649132276867233,0.3444539399562574,0.08163156132988085
11,23.708404207531775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.230667990744095,5.112,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.82925,0.21859928641598228,0.3435818132773054,0.1153151727110272
12,41.74649118545245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.800474331788934,5.112,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.824,0.3849163825464008,0.057625493301605435,0.11507278678813535
13,38.3637889129483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.258203543948255,5.112,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.25175,0.35372675474799264,0.1749415179247865,0.11507266528623347
14,42.84759853044796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.213106210931358,5.112,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.9045,0.3950689545110271,0.16358932212075447,0.05047927841526679
15,67.13788685344826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.95225,0.6510950632038486,0.11480297435414943,0.019277666882736924
16,66.18881305159469,4.067069491508766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.88125,0.6102826312199849,0.24733785583690565,0.0
17,0.0,81.01373922413794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.1205,0.3339077763524884,0.44136404142560925,0.00320957651901709
