Scenario_0,Scenario_1
74.33628568255097,70.87855248113841
62.70296991624167,58.364549330234226
86.27885194919517,86.45263628065132
86.10610214973075,86.24027662739911
96.48021350218062,97.77156541884439
118.26999999999998,118.27000000000002
0,0
0,0
49.093410562867696,47.130414166205185
78.04124958898659,75.07842416291041
80.50082867194078,78.65957318533715
0,0
73.43233952734438,70.44069083266083
