Hour,Offshore,Onshore,Biomass,Lignite,Hard Coal,Gas,Hydrogren,Nuclear,Solar PV,Hydro,Other RES,Other Conventional,Battery_SOC,PumpedHydro_SOC,Battery_Charge,PumpedHydro_Charge,Battery_Discharge,PumpedHydro_Discharge,Demand,OffWind,OnWind,Solar
0,0.0,86.73837392193074,0.0,0.0,0.0,0.0,0.0,0.0,0.5837546206037526,5.112,0.41,8.813,4.0,9.449,69.22670595537606,0.0,4.0,9.449,45.879422587158444,0.4139142221855437,0.4981151615738268,0.002493183506729807
1,0.0,97.44747571046543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,69.22670595537606,0.0,57.99820530901253,9.449,0.0,0.0,44.335270401452895,0.47749896847201345,0.5596146539727473,0.0
2,0.0,71.4962098715707,0.0,0.0,0.0,0.0,0.0,0.0,0.048385667647816794,5.112,0.41,8.813,127.2249112643886,9.449,42.652756865744344,0.0,0.0,0.0,43.22683867347417,0.49051906237441667,0.41058351133199267,0.0002066524945308011
3,0.0,49.60497834071751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,169.87766813013295,9.449,21.540608793385104,0.0,0.0,0.0,42.399369547332405,0.4303570602621376,0.5422347122564677,0.013059017944584398
4,0.0,27.64235458237811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,191.41827692351805,9.449,0.0,0.0,0.0,0.0,41.97735458237811,0.4987661982208654,0.5358085883056923,0.0
5,0.0,27.982136590697202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,191.41827692351805,9.449,0.0,0.0,0.0,0.0,42.3171365906972,0.3210214385530708,0.40875306961370667,0.0
6,0.0,27.610089568142776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,191.41827692351805,9.449,0.0,0.0,0.0,0.0,41.94508956814278,0.39817497593021073,0.46248805000878773,0.0
7,0.0,28.290224646979794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,191.41827692351805,9.449,0.0,0.0,0.0,0.0,42.625224646979795,0.4894572484182067,0.5391692922909688,0.0
8,0.0,29.047738653761755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,191.41827692351805,9.449,0.0,0.0,0.0,0.0,43.382738653761756,0.4887740020630027,0.337945304305297,0.017610221224756785
9,0.0,31.295153937357973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,191.41827692351805,9.449,0.0,0.0,0.0,0.0,45.630153937357974,0.41673596976931926,0.5283191425172722,0.06495549079584599
10,0.0,33.98742667386271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,191.41827692351805,9.449,0.0,0.0,0.0,0.0,48.32242667386271,0.35653380814518804,0.4243790841868468,0.0872239285934934
11,0.0,36.865580156094936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,191.41827692351805,9.449,0.0,0.0,0.0,0.0,51.20058015609494,0.49928220351547004,0.4817267203464595,0.12011029832735032
12,0.0,38.00170840071815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,191.41827692351805,9.449,0.0,0.0,0.0,0.0,52.33670840071815,0.3315109268241375,0.38390040906458867,0.1291385955471966
13,0.0,37.34812771412792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,191.41827692351805,9.449,0.0,0.0,0.0,0.0,51.68312771412792,0.592328018313178,0.35375459418002136,0.13520937182593493
14,0.0,36.9515250170227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,191.41827692351805,9.449,0.0,0.0,0.0,0.0,51.286525017022704,0.5106128875017102,0.4196750082080111,0.07137524900055466
15,0.0,37.006061457013416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,191.41827692351805,9.449,0.0,0.0,0.0,0.0,51.34106145701342,0.9062404080528574,0.3262178668108158,0.042950384088094984
16,38.038831919496076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1703875007022506,5.112,0.41,8.813,191.41827692351805,9.449,0.0,0.0,0.0,0.0,53.544219420198324,0.9778488320967377,0.3245032817904659,0.00499865989962635
17,0.0,42.90884587548434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,191.41827692351805,9.449,0.0,0.0,0.0,0.0,57.24384587548434,0.8934737597780698,0.2945687951058133,0.007777222507235026
18,0.0,42.99907370290352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,191.41827692351805,9.449,0.0,0.0,0.0,0.0,57.334073702903524,0.6510403227059645,0.32912269760744967,0.0063034257940292136
19,0.0,77.38882924922937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,191.41827692351805,9.449,35.624677551351084,0.0,0.0,0.0,56.09915169787829,0.7891528110072709,0.44442324017031926,0.005618934729852161
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,227.04295447486913,9.449,0.0,0.0,39.42679411796231,0.0,53.76179411796231,0.6743817870894688,0.23403790736294616,0.0
21,0.0,37.2307744322631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,187.61616035690682,9.449,0.0,0.0,0.0,0.0,51.5657744322631,0.7317651493205356,0.3332225940119065,0.0
22,0.0,35.535005232761385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.112,0.41,8.813,187.61616035690682,9.449,0.0,0.0,0.0,0.0,49.870005232761386,0.5024754271161598,0.35046320969697103,0.0
