9.536781256762517955e+01,-3.226269970247093610e+00,4.242658481107843826e-01,-1.618503414102646643e+00
9.541016915316347990e+01,-3.164329814589357248e+00,-1.143086849785895254e+00,-1.964052787353374185e+00
9.565040816551477576e+01,-2.295567417932780963e+00,-5.362493751374456386e-01,-4.267846574551439787e+00
9.551120061946905082e+01,-2.619434623424301112e+00,-9.682365715044454202e-01,-3.408492868587158053e+00
9.554379376449141148e+01,-1.531871791315644549e+00,-7.633834427326289251e-01,-1.185718548440162223e+00
9.551385411998005281e+01,-1.939233993660238298e+00,-7.718854573158564492e-01,-3.117347999986762597e-01
9.560669072602840401e+01,-1.652139730117670569e+00,-1.001272937096312932e+00,-2.669122238113045942e+00
9.573800026610921066e+01,-2.081576625319803586e+00,-2.191765784540411932e+00,-2.681338962461310871e+00
9.556846827297223967e+01,2.141465136304421435e+01,-7.862658444945105352e-01,-6.924529092500855132e-01
9.498698977841290514e+01,2.106318644249214600e+01,-2.480193301692460217e+00,-5.598831523005125543e-01
9.385710922488948427e+01,1.932609641366004638e+01,-2.375960300946119208e+00,-4.666274391793145071e+00
9.328495994470799246e+01,2.033958944576755457e+01,-4.072307916201865829e+00,-4.114079572784699934e+00
9.308346290621543062e+01,1.892365359222315746e+01,-4.110031187454418422e+00,-3.129453672455894342e+00
9.327002145400717836e+01,1.761533916616687279e+01,-4.777908479692839272e+00,-3.941670407759195971e+00
9.402744750217364356e+01,6.838164496279166826e+01,-6.154558003072455818e+00,-2.202970777563392435e+00
9.507975698467525660e+01,6.934511946219917888e+01,-4.840284001086685883e+00,-1.782586246223960114e+00
9.507546477507632687e+01,6.959752529487032291e+01,-2.606287049163293901e+00,2.680641353788897341e-01
9.512928383048119940e+01,6.822792956472189019e+01,2.172298719802271805e+01,4.677947527737076339e-01
9.503389448333018663e+01,6.922596359108189290e+01,1.915295196323408788e+01,-2.292747873469817232e+00
9.506492620204083721e+01,6.961576113552477807e+01,2.006717219955897491e+01,-1.968015318260093238e+00
9.507487475771789320e+01,1.773020236239347369e+01,1.965017159888308385e+01,-1.200534513370496326e+00
9.489140850448370657e+01,-4.118397867600442908e+00,2.158513154574511006e+01,-1.168246121963695261e-01
9.506527299851337887e+01,-2.651149824411257239e+00,-6.176623495846949030e-01,-1.581967770437422427e+00
9.502993107326881272e+01,-3.327012422712483541e+00,-1.074930522932606713e+00,5.704440196519713346e-01
9.541161236580647653e+01,-4.130958506165497646e+00,1.438989153855255054e+00,-9.127009306471983718e-01
9.542120539135227375e+01,-3.345518358220850086e+00,2.466703072746447400e+00,-7.603727297590416878e-01
9.519678582348697660e+01,-3.514001775424631990e+00,3.012571351638579475e+00,-1.724130404929851146e-01
9.508618324444405800e+01,-3.267202336203183677e+00,1.137937191206677356e+00,-1.368810755786851185e-01
9.559354346430635019e+01,-1.578033554234928193e+00,1.493253516847949491e+00,-2.718833813048213699e+00
9.546406790692341815e+01,-3.310912665268765043e+00,9.959924823722254850e-01,-1.505733770313073761e+00
9.550694707002753603e+01,-2.286155788475956463e+00,2.387640099628889345e-01,-9.013397951080041048e-01
9.550154857840959721e+01,-1.277642686699722141e+00,-4.372348472384229856e-01,-3.813739612640584031e+00
9.534482491881938415e+01,-2.286766028525408334e+00,6.227868563639504806e-01,-2.542265780086522042e+00
1.315319235886521199e+02,-2.242020493585343832e+00,-1.393025537688956650e-01,-3.904074554323512913e+00
1.310233786371293832e+02,-4.102104930964077134e+00,-9.662110966603281170e-01,-3.479952380161417835e+00
1.304324829151001097e+02,-4.586720059074115063e+00,-2.827780576180445760e+00,6.826773052188760005e+01
1.301985794707542539e+02,-7.823302371555389101e+00,-2.731597291000483985e+00,6.900710784797095698e+01
1.310271917675431155e+02,-5.329310690115638849e+00,1.895408348420944833e+01,6.814364079278909969e+01
1.316118921369046006e+02,-4.913236569415945887e+00,1.837806203953577722e+01,7.041220932857302728e+01
1.319318509674676818e+02,-4.895462409963291073e+00,1.779547616021513434e+01,7.054703186165691875e+01
1.320622789602269620e+02,-5.388971956365820937e+00,6.841370118063343853e+01,7.014122898176101728e+01
1.317589728162740244e+02,-5.658053610097186770e+00,6.940292698513171388e+01,1.806641115271819231e+01
