Hour,Offshore,Onshore,Biomass,Lignite,Hard Coal,Gas,Hydrogren,Nuclear,Solar PV,Hydro,Other RES,Other Conventional,Battery_SOC,PumpedHydro_SOC,Battery_Charge,PumpedHydro_Charge,Battery_Discharge,PumpedHydro_Discharge,Demand,OffWind,OnWind,Solar,DA_Prices
0,0.0,12.286497991401788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.188213216841305,9.449,0.0,0.0,43.188213216841305,9.449,64.92371120824309,0.7673686914087582,0.4624834958129103,3.463563313937379e-05,0.0
1,0.0,62.73859019073523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.73859019073523,0.741652754590985,0.43983884678688345,3.463563313937379e-05,0.0
2,0.0,61.170054726614396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.170054726614396,0.7124695004494671,0.4190616578342889,3.463563313937379e-05,0.0
3,0.0,59.999107849998694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.999107849998694,0.6912482342365481,0.39958219537340156,3.463563313937379e-05,0.0
4,0.0,59.401916861855824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.401916861855824,0.7174136381148067,0.37271428313045996,3.463563313937379e-05,0.0
5,0.0,57.52437438221521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3583660763185748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.88274045853378,0.5818993193784513,0.3540532474814158,3.463563313937379e-05,0.0
6,2.7156767597788587,56.64058206306469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.35625882284355,0.5797804032361629,0.3486136482844689,3.463563313937379e-05,0.0
7,28.59250898379561,31.726205139289007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.31871412308462,0.6228329266726595,0.3263849952070032,3.463563313937379e-05,0.0
8,24.595453088741298,36.79521481752535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.39066790626664,0.535764736098626,0.3019000162781023,0.0038791909116098642,0.0
9,18.39117089909734,46.17980165376772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.57097255286506,0.541158340824451,0.2842292318544376,0.031241341091715155,0.0
10,23.88211420481567,41.20690871251263,0.0,0.0,0.0,0.0,0.0,0.0,3.2917695456849643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.38079246301326,0.5202260177218441,0.25362187776953826,0.07126281518426157,0.0
