Discharge,Charge,SOC,DA_Prices
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,100.0,0.0,74.0824358974359
0.0,100.0,90.0,74.0824358974359
0.0,22.22222222222222,180.0,74.0824358974359
0.0,0.0,200.0,74.0824358974359
0.0,0.0,200.0,118.27
100.0,0.0,200.0,118.27
100.0,0.0,100.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,89.8640256410256
0.0,0.0,0.0,89.8640256410256
0.0,0.0,0.0,89.86402564102559
0.0,0.0,0.0,89.86402564102559
0.0,0.0,0.0,89.86402564102559
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,89.8640256410256
0.0,0.0,0.0,89.8640256410256
0.0,0.0,0.0,89.8640256410256
0.0,0.0,0.0,89.8640256410256
0.0,0.0,0.0,89.8640256410256
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,85.35499999999999
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,0.0,0.0,74.0824358974359
0.0,22.22222222222222,0.0,74.0824358974359
0.0,0.0,20.0,74.0824358974359
0.0,0.0,20.0,74.0824358974359
0.0,100.0,20.0,74.0824358974359
0.0,100.0,110.0,74.0824358974359
0.0,0.0,200.0,89.86402564102562
0.0,0.0,200.0,89.86402564102562
0.0,0.0,200.0,89.86402564102562
0.0,0.0,200.0,89.86402564102562
0.0,0.0,200.0,89.86402564102562
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,85.35499999999999
0.0,0.0,200.0,77.12624999999997
0.0,0.0,200.0,77.12624999999997
0.0,0.0,200.0,77.12624999999997
0.0,0.0,200.0,77.12624999999997
100.0,0.0,200.0,118.27
100.0,0.0,100.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
0.0,0.0,0.0,118.27
