Hour,Offshore,Onshore,Biomass,Lignite,Hard Coal,Gas,Hydrogren,Nuclear,Solar PV,Hydro,Other RES,Other Conventional,Battery_SOC,PumpedHydro_SOC,Battery_Charge,PumpedHydro_Charge,Battery_Discharge,PumpedHydro_Discharge,Demand,OffWind,OnWind,Solar,DA_Prices
0,2.2616996978021024,11.744184030249944,8.577,9.363,8.411000000000001,0.0,0.0,0.0,0.0037163705889950477,5.112,0.41,0.0,43.188213216841305,9.449,0.0,0.0,19.04111110960205,0.0,64.92371120824309,0.04926678672498071,0.07228355874505474,1.9837333862328903e-05,92.6
1,2.3296097409475967,10.548314721499233,8.577,9.363,8.411000000000001,0.0,0.0,0.0,0.0037163705889950477,5.112,0.41,0.0,24.147102107239256,9.449,0.0,0.0,17.98394935769941,0.0,62.73859019073523,0.05074607666580911,0.06492317600515227,1.9837333862328903e-05,92.6
2,1.8025687539271324,9.56097512346193,8.577,9.363,8.411000000000001,17.92979447863634,0.0,0.0,0.0037163705889950477,5.112,0.41,0.0,6.163152749539847,9.449,0.0,0.0,0.0,0.0,61.170054726614396,0.03926550038590172,0.05884626000552029,1.9837333862328903e-05,92.6
3,1.8852418499303427,8.277657871508822,8.577,9.363,8.411000000000001,54.984552225272,0.0,0.0,0.0037163705889950477,5.112,0.41,0.0,6.163152749539847,9.449,37.02506046730146,0.0,0.0,0.0,59.999107849998694,0.041066375096475434,0.05094764927776244,1.9837333862328903e-05,92.6
4,1.7494217636393548,7.361323013678592,8.577,9.363,8.411000000000001,18.414455713948882,0.0,0.0,0.0037163705889950477,5.112,0.41,0.0,43.188213216841305,9.449,0.0,0.0,0.0,0.0,59.401916861855824,0.03810779521481863,0.045307756003312175,1.9837333862328903e-05,92.6
5,2.5510555338133374,6.335117663106888,8.577,9.363,8.411000000000001,0.0,0.0,0.0,0.0037163705889950477,5.112,0.41,0.0,43.188213216841305,9.449,0.0,0.0,9.670850891024564,9.449,59.88274045853378,0.05556984821198868,0.03899162756463336,1.9837333862328903e-05,92.6
6,3.0131390882598503,6.005506184882473,8.577,9.363,8.411000000000001,0.0,0.0,0.0,0.0037163705889950477,5.112,0.41,0.0,33.51736232581674,0.0,0.0,0.0,18.46089717911223,0.0,59.35625882284355,0.06563545150501672,0.03696292207194774,1.9837333862328903e-05,92.6
7,2.2986073299463925,5.877697652509742,8.577,9.363,8.411000000000001,14.65729853068774,0.0,0.0,0.004645463236243809,5.112,0.41,0.0,15.056465146704511,0.0,0.0,9.449,15.056465146704511,0.0,60.31871412308462,0.050070748649343966,0.036176281166620666,2.479666732791113e-05,92.6
8,2.1229270009395713,6.188623672784926,8.577,9.363,8.411000000000001,54.23271638894366,0.0,0.0,0.7126140604398004,5.112,0.41,0.0,0.0,9.449,43.188213216841305,0.0,0.0,9.449,61.39066790626664,0.04624388988937484,0.03808998067899531,0.0038038087681015673,92.6
9,1.4659711487712062,6.338854754696734,8.577,9.363,8.411000000000001,19.93272100573598,0.0,0.0,4.96042564366114,5.112,0.41,0.0,43.188213216841305,0.0,0.0,0.0,0.0,0.0,64.57097255286506,0.031933367635708775,0.03901462876069556,0.026477881372743504,92.6
10,2.6381575456738626,5.717002714146365,8.577,9.363,8.411000000000001,0.0,0.0,0.0,10.914980419878455,5.112,0.41,0.0,43.188213216841305,0.0,0.0,0.0,17.237651783314586,0.0,68.38079246301326,0.05746719835348598,0.03518722973594627,0.05826224955365999,92.6
11,3.2921607872706846,4.8335542623067775,8.577,9.363,8.411000000000001,0.0,0.0,0.0,15.6468492723164,5.112,0.41,0.0,25.95056143352672,0.0,0.0,9.142474591135283,25.95056143352672,0.0,72.45365116428529,0.07171340365320299,0.029749746986843316,0.08352013489387027,92.6
12,3.94911663943905,3.905260711389038,8.577,9.363,8.411000000000001,16.97104390499669,0.0,0.0,17.669483965376955,5.112,0.41,0.0,0.0,9.142474591135283,0.0,0.3065254088647169,0.0,0.0,74.06137981233701,0.08602392590686905,0.024036249884994018,0.09431660384844277,92.6
13,4.938241180906027,3.4015007650778015,8.577,9.363,8.411000000000001,51.259545754376745,0.0,0.0,15.403426998737224,5.112,0.41,0.0,0.0,9.449,43.188213216841305,0.0,0.0,9.449,73.13650148225649,0.10757010547980447,0.0209356886558101,0.08222078952588772,92.6
14,4.725653219754915,3.6787929610443726,8.577,9.363,8.411000000000001,0.0,0.0,0.0,9.857672987309364,5.112,0.41,0.0,43.188213216841305,0.0,0.0,0.0,22.44015208239519,0.0,72.57527125050383,0.10293928479547208,0.02264237740362499,0.05261852806982741,92.6
15,3.946164028867506,4.628014224865249,8.577,9.363,8.411000000000001,51.268167513951056,0.0,0.0,3.3772517727492493,5.112,0.41,0.0,20.748061134446115,0.0,22.44015208239519,0.0,0.0,0.0,72.65244545803786,0.08595960895291999,0.02848468120342258,0.01802717714739139,92.6
